0.000000e+00 5.000000e+00 1.000000e+00
1.000000e-02 4.984764e+00 9.452129e-01
2.000000e-02 4.969059e+00 8.908534e-01
3.000000e-02 4.952892e+00 8.369240e-01
4.000000e-02 4.936271e+00 7.834272e-01
5.000000e-02 4.919200e+00 7.303651e-01
6.000000e-02 4.901688e+00 6.777402e-01
7.000000e-02 4.883740e+00 6.255547e-01
8.000000e-02 4.865364e+00 5.738106e-01
9.000000e-02 4.846565e+00 5.225100e-01
1.000000e-01 4.827351e+00 4.716548e-01
1.100000e-01 4.807727e+00 4.212470e-01
1.200000e-01 4.787701e+00 3.712884e-01
1.300000e-01 4.767278e+00 3.217807e-01
1.400000e-01 4.746466e+00 2.727256e-01
1.500000e-01 4.725270e+00 2.241247e-01
1.600000e-01 4.703697e+00 1.759794e-01
1.700000e-01 4.681755e+00 1.282914e-01
1.800000e-01 4.659448e+00 8.106188e-02
1.900000e-01 4.636784e+00 3.429224e-02
2.000000e-01 4.613768e+00 -1.201631e-02
2.100000e-01 4.590408e+00 -5.786258e-02
2.200000e-01 4.566709e+00 -1.032455e-01
2.300000e-01 4.542678e+00 -1.481640e-01
2.400000e-01 4.518321e+00 -1.926171e-01
2.500000e-01 4.493644e+00 -2.366039e-01
2.600000e-01 4.468654e+00 -2.801237e-01
2.700000e-01 4.443357e+00 -3.231755e-01
2.800000e-01 4.417759e+00 -3.657588e-01
2.900000e-01 4.391867e+00 -4.078729e-01
3.000000e-01 4.365685e+00 -4.495173e-01
3.100000e-01 4.339221e+00 -4.906913e-01
3.200000e-01 4.312481e+00 -5.313946e-01
3.300000e-01 4.285471e+00 -5.716269e-01
3.400000e-01 4.258196e+00 -6.113877e-01
3.500000e-01 4.230663e+00 -6.506768e-01
3.600000e-01 4.202878e+00 -6.894941e-01
3.700000e-01 4.174846e+00 -7.278394e-01
3.800000e-01 4.146575e+00 -7.657126e-01
3.900000e-01 4.118068e+00 -8.031138e-01
4.000000e-01 4.089334e+00 -8.400429e-01
4.100000e-01 4.060376e+00 -8.765001e-01
4.200000e-01 4.031202e+00 -9.124855e-01
4.300000e-01 4.001816e+00 -9.479993e-01
4.400000e-01 3.972226e+00 -9.830419e-01
4.500000e-01 3.942435e+00 -1.017614e+00
4.600000e-01 3.912451e+00 -1.051715e+00
4.700000e-01 3.882278e+00 -1.085346e+00
4.800000e-01 3.851923e+00 -1.118507e+00
4.900000e-01 3.821391e+00 -1.151199e+00
5.000000e-01 3.790687e+00 -1.183423e+00
5.100000e-01 3.759817e+00 -1.215179e+00
5.200000e-01 3.728787e+00 -1.246468e+00
5.300000e-01 3.697602e+00 -1.277290e+00
5.400000e-01 3.666267e+00 -1.307647e+00
5.500000e-01 3.634788e+00 -1.337539e+00
5.600000e-01 3.603170e+00 -1.366968e+00
5.700000e-01 3.571419e+00 -1.395933e+00
5.800000e-01 3.539539e+00 -1.424437e+00
5.900000e-01 3.507536e+00 -1.452480e+00
6.000000e-01 3.475416e+00 -1.480064e+00
6.100000e-01 3.443183e+00 -1.507188e+00
6.200000e-01 3.410842e+00 -1.533856e+00
6.300000e-01 3.378399e+00 -1.560067e+00
6.400000e-01 3.345858e+00 -1.585823e+00
6.500000e-01 3.313225e+00 -1.611126e+00
6.600000e-01 3.280505e+00 -1.635977e+00
6.700000e-01 3.247702e+00 -1.660377e+00
6.800000e-01 3.214822e+00 -1.684328e+00
6.900000e-01 3.181869e+00 -1.707831e+00
7.000000e-01 3.148848e+00 -1.730887e+00
7.100000e-01 3.115765e+00 -1.753499e+00
7.200000e-01 3.082622e+00 -1.775668e+00
7.300000e-01 3.049427e+00 -1.797396e+00
7.400000e-01 3.016182e+00 -1.818683e+00
7.500000e-01 2.982893e+00 -1.839533e+00
7.600000e-01 2.949564e+00 -1.859947e+00
7.700000e-01 2.916200e+00 -1.879926e+00
7.800000e-01 2.882805e+00 -1.899472e+00
7.900000e-01 2.849384e+00 -1.918588e+00
8.000000e-01 2.815941e+00 -1.937274e+00
8.100000e-01 2.782480e+00 -1.955534e+00
8.200000e-01 2.749006e+00 -1.973369e+00
8.300000e-01 2.715524e+00 -1.990781e+00
8.400000e-01 2.682037e+00 -2.007773e+00
8.500000e-01 2.648550e+00 -2.024345e+00
8.600000e-01 2.615066e+00 -2.040501e+00
8.700000e-01 2.581590e+00 -2.056242e+00
8.800000e-01 2.548127e+00 -2.071571e+00
8.900000e-01 2.514679e+00 -2.086490e+00
9.000000e-01 2.481251e+00 -2.101000e+00
9.100000e-01 2.447848e+00 -2.115105e+00
9.200000e-01 2.414472e+00 -2.128807e+00
9.300000e-01 2.381128e+00 -2.142108e+00
9.400000e-01 2.347820e+00 -2.155009e+00
9.500000e-01 2.314551e+00 -2.167515e+00
9.600000e-01 2.281325e+00 -2.179626e+00
9.700000e-01 2.248147e+00 -2.191346e+00
9.800000e-01 2.215018e+00 -2.202676e+00
9.900000e-01 2.181944e+00 -2.213620e+00
1.000000e+00 2.148928e+00 -2.224180e+00
1.010000e+00 2.115972e+00 -2.234358e+00
1.020000e+00 2.083082e+00 -2.244157e+00
1.030000e+00 2.050259e+00 -2.253579e+00
1.040000e+00 2.017509e+00 -2.262627e+00
1.050000e+00 1.984833e+00 -2.271303e+00
1.060000e+00 1.952235e+00 -2.279611e+00
1.070000e+00 1.919719e+00 -2.287553e+00
1.080000e+00 1.887288e+00 -2.295131e+00
1.090000e+00 1.854945e+00 -2.302348e+00
1.100000e+00 1.822693e+00 -2.309207e+00
1.110000e+00 1.790535e+00 -2.315711e+00
1.120000e+00 1.758474e+00 -2.321862e+00
1.130000e+00 1.726514e+00 -2.327663e+00
1.140000e+00 1.694657e+00 -2.333116e+00
1.150000e+00 1.662906e+00 -2.338226e+00
1.160000e+00 1.631264e+00 -2.342993e+00
1.170000e+00 1.599735e+00 -2.347422e+00
1.180000e+00 1.568319e+00 -2.351515e+00
1.190000e+00 1.537022e+00 -2.355274e+00
1.200000e+00 1.505845e+00 -2.358703e+00
1.210000e+00 1.474790e+00 -2.361805e+00
1.220000e+00 1.443862e+00 -2.364582e+00
1.230000e+00 1.413061e+00 -2.367037e+00
1.240000e+00 1.382391e+00 -2.369174e+00
1.250000e+00 1.351854e+00 -2.370994e+00
1.260000e+00 1.321453e+00 -2.372502e+00
1.270000e+00 1.291191e+00 -2.373699e+00
1.280000e+00 1.261068e+00 -2.374590e+00
1.290000e+00 1.231089e+00 -2.375176e+00
1.300000e+00 1.201255e+00 -2.375461e+00
1.310000e+00 1.171568e+00 -2.375447e+00
1.320000e+00 1.142031e+00 -2.375139e+00
1.330000e+00 1.112646e+00 -2.374538e+00
1.340000e+00 1.083414e+00 -2.373647e+00
1.350000e+00 1.054339e+00 -2.372470e+00
1.360000e+00 1.025422e+00 -2.371010e+00
1.370000e+00 9.966654e-01 -2.369270e+00
1.380000e+00 9.680707e-01 -2.367252e+00
1.390000e+00 9.396403e-01 -2.364960e+00
1.400000e+00 9.113758e-01 -2.362396e+00
1.410000e+00 8.832792e-01 -2.359564e+00
1.420000e+00 8.553523e-01 -2.356467e+00
1.430000e+00 8.275969e-01 -2.353108e+00
1.440000e+00 8.000148e-01 -2.349489e+00
1.450000e+00 7.726076e-01 -2.345614e+00
1.460000e+00 7.453770e-01 -2.341486e+00
1.470000e+00 7.183246e-01 -2.337108e+00
1.480000e+00 6.914521e-01 -2.332482e+00
1.490000e+00 6.647609e-01 -2.327613e+00
1.500000e+00 6.382527e-01 -2.322502e+00
1.510000e+00 6.119289e-01 -2.317154e+00
1.520000e+00 5.857908e-01 -2.311571e+00
1.530000e+00 5.598400e-01 -2.305755e+00
1.540000e+00 5.340778e-01 -2.299711e+00
1.550000e+00 5.085054e-01 -2.293441e+00
1.560000e+00 4.831243e-01 -2.286947e+00
1.570000e+00 4.579357e-01 -2.280235e+00
1.580000e+00 4.329407e-01 -2.273305e+00
1.590000e+00 4.081405e-01 -2.266161e+00
1.600000e+00 3.835364e-01 -2.258807e+00
1.610000e+00 3.591294e-01 -2.251245e+00
1.620000e+00 3.349206e-01 -2.243478e+00
1.630000e+00 3.109110e-01 -2.235510e+00
1.640000e+00 2.871016e-01 -2.227342e+00
1.650000e+00 2.634934e-01 -2.218979e+00
1.660000e+00 2.400874e-01 -2.210423e+00
1.670000e+00 2.168844e-01 -2.201678e+00
1.680000e+00 1.938853e-01 -2.192745e+00
1.690000e+00 1.710909e-01 -2.183629e+00
1.700000e+00 1.485020e-01 -2.174332e+00
1.710000e+00 1.261195e-01 -2.164857e+00
1.720000e+00 1.039440e-01 -2.155207e+00
1.730000e+00 8.197614e-02 -2.145384e+00
1.740000e+00 6.021672e-02 -2.135393e+00
1.750000e+00 3.866632e-02 -2.125236e+00
1.760000e+00 1.732553e-02 -2.114915e+00
1.770000e+00 -3.805060e-03 -2.104434e+00
1.780000e+00 -2.472493e-02 -2.093796e+00
1.790000e+00 -4.543356e-02 -2.083003e+00
1.800000e+00 -6.593049e-02 -2.072058e+00
1.810000e+00 -8.621527e-02 -2.060964e+00
1.820000e+00 -1.062875e-01 -2.049725e+00
1.830000e+00 -1.261468e-01 -2.038342e+00
1.840000e+00 -1.457928e-01 -2.026820e+00
1.850000e+00 -1.652251e-01 -2.015159e+00
1.860000e+00 -1.844436e-01 -2.003364e+00
1.870000e+00 -2.034479e-01 -1.991438e+00
1.880000e+00 -2.222378e-01 -1.979382e+00
1.890000e+00 -2.408131e-01 -1.967200e+00
1.900000e+00 -2.591736e-01 -1.954895e+00
1.910000e+00 -2.773192e-01 -1.942469e+00
1.920000e+00 -2.952498e-01 -1.929925e+00
1.930000e+00 -3.129652e-01 -1.917265e+00
1.940000e+00 -3.304654e-01 -1.904493e+00
1.950000e+00 -3.477504e-01 -1.891612e+00
1.960000e+00 -3.648201e-01 -1.878623e+00
1.970000e+00 -3.816747e-01 -1.865530e+00
1.980000e+00 -3.983140e-01 -1.852335e+00
1.990000e+00 -4.147383e-01 -1.839041e+00
2.000000e+00 -4.309475e-01 -1.825651e+00
2.010000e+00 -4.469419e-01 -1.812167e+00
2.020000e+00 -4.627215e-01 -1.798591e+00
2.030000e+00 -4.782865e-01 -1.784927e+00
2.040000e+00 -4.936372e-01 -1.771177e+00
2.050000e+00 -5.087738e-01 -1.757344e+00
2.060000e+00 -5.236964e-01 -1.743429e+00
2.070000e+00 -5.384055e-01 -1.729436e+00
2.080000e+00 -5.529012e-01 -1.715368e+00
2.090000e+00 -5.671839e-01 -1.701225e+00
2.100000e+00 -5.812540e-01 -1.687012e+00
2.110000e+00 -5.951118e-01 -1.672731e+00
2.120000e+00 -6.087576e-01 -1.658384e+00
2.130000e+00 -6.221920e-01 -1.643973e+00
2.140000e+00 -6.354153e-01 -1.629501e+00
2.150000e+00 -6.484280e-01 -1.614970e+00
2.160000e+00 -6.612306e-01 -1.600383e+00
2.170000e+00 -6.738236e-01 -1.585743e+00
2.180000e+00 -6.862074e-01 -1.571050e+00
2.190000e+00 -6.983827e-01 -1.556309e+00
